msg_hash,signature,recovered_hash,hash_matches,sig_in_range,label
928491095186,78842969742,928491095186,1,1,1
437753770185,693251290096,437753770185,1,1,1
162933069579,624614048002,162933069579,1,1,1
280523214440,737600987516,280523214440,1,1,1
697030524014,202474528948,697030524014,1,1,1
684479220398,149286408338,684479220398,1,1,1
969519230649,862720347292,969519230649,1,1,1
69037329025,647443487176,69037329025,1,1,1
416522396714,301456484764,416522396714,1,1,1
495812247641,473017527237,495812247641,1,1,1
903173117857,381212320583,903173117857,1,1,1
65919189623,681907232973,65919189623,1,1,1
689677962308,256263816257,689677962308,1,1,1
692724925524,86156021387,692724925524,1,1,1
744456513536,688044625285,744456513536,1,1,1
992048755719,784945544896,992048755719,1,1,1
324708470439,221530166651,324708470439,1,1,1
760727150032,854967000424,760727150032,1,1,1
808452842693,360902584333,808452842693,1,1,1
74496897811,530981698162,74496897811,1,1,1
993647303040,904010181946,993647303040,1,1,1
717258436089,129169493389,717258436089,1,1,1
809998222433,93844610780,809998222433,1,1,1
543973265773,556712201914,543973265773,1,1,1
40319605127,762370010418,40319605127,1,1,1
865186471239,238351341634,865186471239,1,1,1
169143975362,193957836994,169143975362,1,1,1
808199290109,192836042435,808199290109,1,1,1
66444200106,395823456373,66444200106,1,1,1
837083900312,903485356805,837083900312,1,1,1
174224787502,707903806263,174224787502,1,1,1
872892088939,283709075126,872892088939,1,1,1
797642621248,723233231308,797642621248,1,1,1
162405909399,991872834431,162405909399,1,1,1
804252792105,850283384249,804252792105,1,1,1
536975316084,251764985529,536975316084,1,1,1
481403245127,350720309334,481403245127,1,1,1
493862116683,775870658886,493862116683,1,1,1
127545818997,777871149629,127545818997,1,1,1
422551668449,68396544876,422551668449,1,1,1
43554871196,265506841351,43554871196,1,1,1
338968530065,974356595364,338968530065,1,1,1
158612826816,366617199686,158612826816,1,1,1
814678624599,435611862047,814678624599,1,1,1
979284964550,148268194592,979284964550,1,1,1
875559252639,226669213274,875559252639,1,1,1
684104414591,477134189185,684104414591,1,1,1
696563286147,576539105314,696563286147,1,1,1
488478024922,739843248442,488478024922,1,1,1
261310350396,801757261537,261310350396,1,1,1
957573810510,632208823822,957573810510,1,1,1
217914688670,930149754611,217914688670,1,1,1
56791644091,325764388050,56791644091,1,1,1
662986362592,34742304834,662986362592,1,1,1
329105603637,220842633112,329105603637,1,1,1
628083536247,204912644081,628083536247,1,1,1
962762811434,675916518,962762811434,1,1,1
601856125824,229841523884,601856125824,1,1,1
400140998281,212638271029,400140998281,1,1,1
781697588828,105230761878,781697588828,1,1,1
599084384681,846386804109,599084384681,1,1,1
687118807275,922322559354,687118807275,1,1,1
530721029799,903229095310,530721029799,1,1,1
825726879251,211211217280,825726879251,1,1,1
487067435195,125315039268,487067435195,1,1,1
124515747483,263681792603,124515747483,1,1,1
759227001345,637228592493,759227001345,1,1,1
652498821841,344596984209,652498821841,1,1,1
200855831693,158566057926,200855831693,1,1,1
565581120201,172750214816,565581120201,1,1,1
642352999915,896123068028,642352999915,1,1,1
211412500554,912299011549,211412500554,1,1,1
443494815929,350709383517,443494815929,1,1,1
268399681684,833364618529,268399681684,1,1,1
213211432878,602241643996,213211432878,1,1,1
947148476575,852213852965,947148476575,1,1,1
396860513485,759145433191,396860513485,1,1,1
120471646534,255022252946,120471646534,1,1,1
298431368258,965978487134,298431368258,1,1,1
531203734216,83786896299,531203734216,1,1,1
102353086232,623419400568,102353086232,1,1,1
319712597969,240450139222,319712597969,1,1,1
152756751273,554089778881,152756751273,1,1,1
725930844185,490002756109,725930844185,1,1,1
197934805927,72085426687,197934805927,1,1,1
60880521292,550235098050,60880521292,1,1,1
196264347058,285083346117,196264347058,1,1,1
625573212749,272751144137,625573212749,1,1,1
617881081215,989237598613,617881081215,1,1,1
392634181689,358148055130,392634181689,1,1,1
14436364139,694352640195,14436364139,1,1,1
824236020594,89756841317,824236020594,1,1,1
562202245222,291066536965,562202245222,1,1,1
136287053920,883387758947,136287053920,1,1,1
146116581565,585608717144,146116581565,1,1,1
292369346519,378193025557,292369346519,1,1,1
417776607060,446724620691,417776607060,1,1,1
676947116456,2230938573,676947116456,1,1,1
988951727877,510079942997,988951727877,1,1,1
754488008328,102292416798,754488008328,1,1,1
222980867707,226826107834,222980867707,1,1,1
398076001952,55025784308,398076001952,1,1,1
165993686577,264132640412,165993686577,1,1,1
596934185938,35496774311,596934185938,1,1,1
75052832557,541714057710,75052832557,1,1,1
351441699508,787896878267,351441699508,1,1,1
901729662598,691536426072,901729662598,1,1,1
167792618901,637710261014,167792618901,1,1,1
213361958572,876040066791,213361958572,1,1,1
293900416707,681982274368,293900416707,1,1,1
293549716088,202077185491,293549716088,1,1,1
998098057576,980878439152,998098057576,1,1,1
769259810622,178393037975,769259810622,1,1,1
113194012839,450398822858,113194012839,1,1,1
830140438662,533732642591,830140438662,1,1,1
933866150573,160832386675,933866150573,1,1,1
651144472170,628316366766,651144472170,1,1,1
638685600614,543714260548,638685600614,1,1,1
215891536419,546195044272,215891536419,1,1,1
443059210945,840276714133,443059210945,1,1,1
631528302479,420514258536,631528302479,1,1,1
372357793083,117721541601,372357793083,1,1,1
246950532542,264531144261,246950532542,1,1,1
100697767588,938395191032,100697767588,1,1,1
90868239943,712411070427,90868239943,1,1,1
516783431245,953131231534,516783431245,1,1,1
778817206617,991384891995,778817206617,1,1,1
968979550519,348891792855,968979550519,1,1,1
235572352956,285860811449,235572352956,1,1,1
766261364763,430047290279,766261364763,1,1,1
641699993298,702569187215,641699993298,1,1,1
553665570704,826213376892,553665570704,1,1,1
780308065274,185975310784,780308065274,1,1,1
485302215822,64191146265,485302215822,1,1,1
79096933506,806825209321,79096933506,1,1,1
441648621218,985865410776,441648621218,1,1,1
607080007864,575843794825,607080007864,1,1,1
643774373617,214351895346,643774373617,1,1,1
520162306224,435614494184,520162306224,1,1,1
155437017716,690075193306,155437017716,1,1,1
521550850871,534274884216,521550850871,1,1,1
978994269278,88430390764,978994269278,1,1,1
260549423468,685169791004,260549423468,1,1,1
642106014015,631044221613,642106014015,1,1,1
864299111165,757782225473,864299111165,1,1,1
467767194321,739903289369,467767194321,1,1,1
621851365475,329978636520,621851365475,1,1,1
591882645184,741708583724,591882645184,1,1,1
917162069635,998303380269,917162069635,1,1,1
523394787779,13673386927,523394787779,1,1,1
820169307830,336009323575,820169307830,1,1,1
103109784083,860709688258,103109784083,1,1,1
827664818833,631449567692,827664818833,1,1,1
833317058547,451790715169,833317058547,1,1,1
164022778090,844947310816,164022778090,1,1,1
889264840813,952544875723,889264840813,1,1,1
348886450109,827577070053,348886450109,1,1,1
51684961832,831533723622,51684961832,1,1,1
544512839778,484737876168,544512839778,1,1,1
556971711334,518314748273,556971711334,1,1,1
855671338466,887825768111,855671338466,1,1,1
613711958259,229476844806,613711958259,1,1,1
64780950008,7143869385,64780950008,1,1,1
227322311453,385113116394,227322311453,1,1,1
705484240506,178553184105,705484240506,1,1,1
120884141396,502114139809,120884141396,1,1,1
401640755412,272642797056,401640755412,1,1,1
480930606339,661420697376,480930606339,1,1,1
24709402741,922106795470,24709402741,1,1,1
54155687723,259438295048,54155687723,1,1,1
566221340315,664411516313,566221340315,1,1,1
543198640895,366704236092,543198640895,1,1,1
793571201391,732429301757,793571201391,1,1,1
59615256509,607494901177,59615256509,1,1,1
773453488718,348162676572,773453488718,1,1,1
734578425797,143522304905,734578425797,1,1,1
897201862640,668565422376,897201862640,1,1,1
665218793359,866121828690,665218793359,1,1,1
674796321006,338768925994,674796321006,1,1,1
677843284222,677599603832,677843284222,1,1,1
878735872524,584034028068,878735872524,1,1,1
873083632810,486889187751,873083632810,1,1,1
148528598060,449264802364,148528598060,1,1,1
865588121807,994000938367,865588121807,1,1,1
97103775809,265766437617,97103775809,1,1,1
394305264086,115095770742,394305264086,1,1,1
934683654790,283534446399,934683654790,1,1,1
209441592067,560211638246,209441592067,1,1,1
711352678052,511026637076,711352678052,1,1,1
885112203714,452749708004,885112203714,1,1,1
851368424018,517645483774,851368424018,1,1,1
541355139971,98590354118,541355139971,1,1,1
120577754008,570692592001,120577754008,1,1,1
699050650958,356142609006,699050650958,1,1,1
257019253953,78225479116,257019253953,1,1,1
541011345254,218856852769,541011345254,1,1,1
108986601157,724637350503,108986601157,1,1,1
883701701988,804991390910,883701701988,1,1,1
687331867357,637480231369,687331867357,1,1,1
116678732691,965841935567,116678732691,1,1,1
22623928037,151156238808,22623928037,1,1,1
774993686211,924229586205,774993686211,1,1,1
791264322707,244849617948,791264322707,1,1,1
355245643114,604437488777,355245643114,1,1,1
96456362298,296708108996,96456362298,1,1,1
933710290532,711574458890,933710290532,1,1,1
723262098199,984821839088,723262098199,1,1,1
720215134983,876515998982,720215134983,1,1,1
710637607336,908111160779,710637607336,1,1,1
942620676617,163378311622,942620676617,1,1,1
24451082898,667972333510,24451082898,1,1,1
566969664848,837436021740,566969664848,1,1,1
687524827992,71481248999,687524827992,1,1,1
305968237445,960497384094,305968237445,1,1,1
513186008298,477966277449,513186008298,1,1,1
909717925142,273866085210,909717925142,1,1,1
637301459161,469502119819,637301459161,1,1,1
667270179452,419383443463,667270179452,1,1,1
568813601756,241772774272,568813601756,1,1,1
962580883612,760473325663,962580883612,1,1,1
744469464935,677398975707,744469464935,1,1,1
165996567985,804475402553,165996567985,1,1,1
586773953948,800587259949,586773953948,1,1,1
896787237995,496584865213,896787237995,1,1,1
929120515965,141470702321,929120515965,1,1,1
154405415134,156565536223,154405415134,1,1,1
586430159231,897406718458,586430159231,1,1,1
302438067930,563117540334,302438067930,1,1,1
597366855568,531340014630,597366855568,1,1,1
734421140203,342754599721,734421140203,1,1,1
729164585987,19904175064,729164585987,1,1,1
901090152443,173458584674,901090152443,1,1,1
272741125430,802853744153,272741125430,1,1,1
180233577736,360866696351,180233577736,1,1,1
166302955373,736965818947,166302955373,1,1,1
820936868234,727252114687,820936868234,1,1,1
526349420316,348021967802,526349420316,1,1,1
447059569389,597274987586,447059569389,1,1,1
99574501700,174076643843,99574501700,1,1,1
70128216718,874013375353,70128216718,1,1,1
903367109452,51735173298,903367109452,1,1,1
137868828644,741661683781,137868828644,1,1,1
149026565421,714337452945,149026565421,1,1,1
924007349292,597800425550,924007349292,1,1,1
654794069190,401386159630,654794069190,1,1,1
502769439962,813247207244,502769439962,1,1,1
429870268057,30947368917,429870268057,1,1,1
960559279864,860633737762,960559279864,1,1,1
973115121718,715983121562,973115121718,1,1,1
163315465263,68344166126,163315465263,1,1,1
424984400508,538126031542,424984400508,1,1,1
726279099428,484010663520,726279099428,1,1,1
714460221325,811097327671,714460221325,1,1,1
349734932817,367843644796,349734932817,1,1,1
89067627653,502352820959,89067627653,1,1,1
356345103674,411621786043,356345103674,1,1,1
45954428252,258242725127,45954428252,1,1,1
33495556696,630058029239,33495556696,1,1,1
974605980375,641535954282,974605980375,1,1,1
679600130923,693965818450,679600130923,1,1,1
378026715808,971026618468,378026715808,1,1,1
381073679024,355986425826,381073679024,1,1,1
591521871357,72298941239,591521871357,1,1,1
754229943480,827240313474,754229943480,1,1,1
13057223939,368460370275,13057223939,1,1,1
449075903532,747652145560,449075903532,1,1,1
432805267036,362629778976,432805267036,1,1,1
680397509219,261836014996,680397509219,1,1,1
269451735117,254345944186,269451735117,1,1,1
246429035697,287675974509,246429035697,1,1,1
657867984149,242605270004,657867984149,1,1,1
757348082882,705022078042,757348082882,1,1,1
385379277514,983163471678,385379277514,1,1,1
372827973898,498939793694,372827973898,1,1,1
921277637187,112265540777,921277637187,1,1,1
968833968297,888423234722,968833968297,1,1,1
616839848686,941574019062,616839848686,1,1,1
196136337436,441644137254,196136337436,1,1,1
558901733268,120661303543,558901733268,1,1,1
316942353061,639231655365,316942353061,1,1,1
390562262159,776449212498,390562262159,1,1,1
819871127850,952067862918,819871127850,1,1,1
392232721028,144287436583,392232721028,1,1,1
255178436393,299873215391,255178436393,1,1,1
347054666374,632620665834,347054666374,1,1,1
920228759286,428888313695,920228759286,1,1,1
296651001333,948912213128,296651001333,1,1,1
514010513070,722199811162,514010513070,1,1,1
554598818820,249883910939,554598818820,1,1,1
174551721022,397111979044,174551721022,1,1,1
969426163269,980392241309,969426163269,1,1,1
194445379398,952448869652,194445379398,1,1,1
183287642621,631793152839,183287642621,1,1,1
948785923429,921918660883,948785923429,1,1,1
6016093484,338799786497,6016093484,1,1,1
475289082034,764714394912,475289082034,1,1,1
618222067690,396464215074,618222067690,1,1,1
700212883167,782891511841,700212883167,1,1,1
756500160323,15660306818,756500160323,1,1,1
330584969021,329010542891,330584969021,1,1,1
771697913405,762517433221,771697913405,1,1,1
470403214485,108402760360,470403214485,1,1,1
395153746794,439064138046,395153746794,1,1,1
759879035302,980350820857,759879035302,1,1,1
401763917651,210892444330,401763917651,1,1,1
134486441630,21476636611,134486441630,1,1,1
78914370673,974327481584,78914370673,1,1,1
91373242229,52066935227,91373242229,1,1,1
725018944900,479643695937,725018944900,1,1,1
20062793995,510931223058,20062793995,1,1,1
591158428586,429130020755,591158428586,1,1,1
314769561635,593085823348,314769561635,1,1,1
407509347979,579824513175,407509347979,1,1,1
141484391319,909881128933,141484391319,1,1,1
637792731030,852309706870,637792731030,1,1,1
462697596785,55163351707,462697596785,1,1,1
836650915016,640766096207,836650915016,1,1,1
405710415655,274000676855,405710415655,1,1,1
663917326009,493700137587,663917326009,1,1,1
434595025858,121689395265,434595025858,1,1,1
500684243403,223849955792,500684243403,1,1,1
663392315526,466325296708,663392315526,1,1,1
287189087854,474529423330,287189087854,1,1,1
290236051070,712758919642,290236051070,1,1,1
341967639082,229382555961,341967639082,1,1,1
589559881265,219458515462,589559881265,1,1,1
922181596342,956874674341,922181596342,1,1,1
358238275578,14743800882,358238275578,1,1,1
405963968239,220791097717,405963968239,1,1,1
671970023714,838587335304,671970023714,1,1,1
526002220732,604447296859,526002220732,1,1,1
35264895731,687923563916,35264895731,1,1,1
760406195482,882378232085,760406195482,1,1,1
877996340343,105085357517,877996340343,1,1,1
294541649560,177359051940,294541649560,1,1,1
281990345944,115785216426,281990345944,1,1,1
567030356195,503828113235,567030356195,1,1,1
666510454928,787211456038,666510454928,1,1,1
14033522260,710871036343,14033522260,1,1,1
93323373187,369014361680,93323373187,1,1,1
524501769069,863015043804,524501769069,1,1,1
241599292459,199517375433,241599292459,1,1,1
254747043176,862827169278,254747043176,1,1,1
249094803462,867640417240,249094803462,1,1,1
380728639193,526802581225,380728639193,1,1,1
585414763076,884602156308,585414763076,1,1,1
543110760569,915735253822,543110760569,1,1,1
770278435095,233840609844,770278435095,1,1,1
978363696320,535248766581,978363696320,1,1,1
965904824764,976101780969,965904824764,1,1,1
742970330638,851039388062,742970330638,1,1,1
510197964680,233130498795,510197964680,1,1,1
540581182722,671346602394,540581182722,1,1,1
621119640857,367336457768,621119640857,1,1,1
749361890426,253593551094,749361890426,1,1,1
136878302639,551100966983,136878302639,1,1,1
522097520930,785190208990,522097520930,1,1,1
751419821081,497844834883,751419821081,1,1,1
493212910727,432442598382,493212910727,1,1,1
854119596337,704202442065,854119596337,1,1,1
777613926421,769249108396,777613926421,1,1,1
856903777348,801550036596,856903777348,1,1,1
151529224909,737900235175,151529224909,1,1,1
496857312405,208307173772,496857312405,1,1,1
510787934768,838425189197,510787934768,1,1,1
603295482462,953468336852,603295482462,1,1,1
231682509118,470342868820,231682509118,1,1,1
59756942662,933698583665,59756942662,1,1,1
289620624536,862263467037,289620624536,1,1,1
868879113643,749419724935,868879113643,1,1,1
169582372043,149423442036,169582372043,1,1,1
435588427518,910499391333,435588427518,1,1,1
12266324718,650955622087,12266324718,1,1,1
919171811904,660619405209,919171811904,1,1,1
273213033292,251871332143,273213033292,1,1,1
41229964011,666435420011,41229964011,1,1,1
149464659370,330549935030,149464659370,1,1,1
110589596449,104424783719,110589596449,1,1,1
264302647207,395384166273,264302647207,1,1,1
427010719330,384328795695,427010719330,1,1,1
962747124957,398735113328,962747124957,1,1,1
272798408647,867700339823,272798408647,1,1,1
120480635587,932233465505,120480635587,1,1,1
541969738994,83779780824,541969738994,1,1,1
962403330240,136088883638,962403330240,1,1,1
678411238939,831489602,678411238939,1,1,1
305131686617,551946907311,305131686617,1,1,1
530378586143,913791756131,530378586143,1,1,1
538070717677,857103223560,538070717677,1,1,1
178795665737,508673818837,178795665737,1,1,1
902322591325,144692345637,902322591325,1,1,1
823032740398,530375524787,823032740398,1,1,1
612309940133,129590990512,612309940133,1,1,1
196948038886,757948594266,196948038886,1,1,1
648714296439,14275816301,648714296439,1,1,1
556206748745,204004963611,556206748745,1,1,1
105175756639,528190102663,105175756639,1,1,1
277101323095,305758140132,277101323095,1,1,1
914297927620,329083049497,914297927620,1,1,1
335039438513,201064184134,335039438513,1,1,1
34662439275,591944658343,34662439275,1,1,1
57685138695,754538372197,57685138695,1,1,1
481007241495,145112011334,481007241495,1,1,1
215001186020,740689674912,215001186020,1,1,1
156008410426,568446032710,156008410426,1,1,1
194883473347,685689100878,194883473347,1,1,1
86648777988,247534763634,86648777988,1,1,1
318631847269,249291125525,318631847269,1,1,1
99273268851,439396342405,99273268851,1,1,1
96226305635,483803500699,96226305635,1,1,1
63535998644,884572754935,63535998644,1,1,1
681941408454,353052497659,681941408454,1,1,1
400424253907,686813463871,400424253907,1,1,1
942942835857,858173548943,942942835857,1,1,1
13312629813,110374362109,13312629813,1,1,1
43281350104,930133405662,43281350104,1,1,1
889159179307,368478885654,889159179307,1,1,1
285729095794,563116150191,285729095794,1,1,1
499715098843,53850827648,499715098843,1,1,1
239412220326,523987535630,239412220326,1,1,1
390169613541,467383482363,390169613541,1,1,1
124163558066,315040106564,124163558066,1,1,1
873752997927,100967779206,873752997927,1,1,1
896775697347,118398542160,896775697347,1,1,1
995773150391,938498579658,995773150391,1,1,1
227794219315,591274963189,227794219315,1,1,1
65170782472,456737359692,65170782472,1,1,1
104045845393,73016374647,104045845393,1,1,1
381591905353,484231106214,381591905353,1,1,1
218883833230,26209734798,218883833230,1,1,1
792818908043,742869351406,792818908043,1,1,1
153763593296,798748955984,153763593296,1,1,1
749012504715,381788092147,749012504715,1,1,1
520068385856,158479039183,520068385856,1,1,1
853949144811,486992212572,853949144811,1,1,1
247754426310,909756096173,247754426310,1,1,1
408877470889,916827836994,408877470889,1,1,1
78540778621,635139046567,78540778621,1,1,1
798321551353,657720390800,798321551353,1,1,1
194891467840,650544577714,194891467840,1,1,1
233766279612,605604003957,233766279612,1,1,1
140709766441,691485977403,140709766441,1,1,1
391082326937,105252298442,391082326937,1,1,1
657088382412,83992436867,657088382412,1,1,1
370964614264,467696051827,370964614264,1,1,1
332089551343,963234538554,332089551343,1,1,1
494712988186,736878548598,494712988186,1,1,1
262729918905,828297334357,262729918905,1,1,1
272307446552,624288295888,272307446552,1,1,1
275354409768,399801734409,275354409768,1,1,1
453182464012,648913364991,453182464012,1,1,1
211223083805,883319878265,211223083805,1,1,1
732287889662,195767812663,732287889662,1,1,1
824795437356,923310160458,824795437356,1,1,1
373029179803,593476658497,373029179803,1,1,1
718357267299,839822931956,718357267299,1,1,1
999113881315,771487631365,999113881315,1,1,1
78441731885,455687800490,78441731885,1,1,1
622182528644,451052004273,622182528644,1,1,1
651628813626,2353997705,651628813626,1,1,1
417680433376,140934236697,417680433376,1,1,1
700582909986,82521821474,700582909986,1,1,1
425175944379,811610267317,425175944379,1,1,1
430828184093,824667269919,430828184093,1,1,1
761495903993,909382220472,761495903993,1,1,1
486775966359,609903938658,486775966359,1,1,1
946359576012,774111992291,946359576012,1,1,1
649158087735,93239300372,649158087735,1,1,1
142023965324,513723909757,142023965324,1,1,1
154482836880,340824314096,154482836880,1,1,1
119061976417,246104536227,119061976417,1,1,1
576505394824,753206826445,576505394824,1,1,1
858022549371,305163772556,858022549371,1,1,1
239617139561,607354056491,239617139561,1,1,1
461810236711,626340718601,461810236711,1,1,1
65278319867,570405876769,65278319867,1,1,1
219362491021,653759980906,219362491021,1,1,1
189393770730,596173080714,189393770730,1,1,1
514673195181,876322175629,514673195181,1,1,1
120905913325,83865678269,120905913325,1,1,1
621924208801,959118625074,621924208801,1,1,1
164480790394,552622485825,164480790394,1,1,1
285035953538,303438479088,285035953538,1,1,1
903441363348,152377381999,903441363348,1,1,1
110697133844,991759567817,110697133844,1,1,1
507229050688,253355645885,507229050688,1,1,1
234812584707,274783213263,234812584707,1,1,1
264781304998,946287096518,264781304998,1,1,1
166324727302,208367613621,166324727302,1,1,1
560092009158,388281722187,560092009158,1,1,1
620097053940,260085242490,620097053940,1,1,1
372504811757,705323111016,372504811757,1,1,1
388775448253,139980290646,388775448253,1,1,1
952718769017,43411274212,952718769017,1,1,1
693929488201,239701571614,693929488201,1,1,1
531221416078,25575048080,531221416078,1,1,1
320773223745,502549906000,320773223745,1,1,1
317726260529,928498937306,317726260529,1,1,1
308148732882,626261094144,308148732882,1,1,1
540131802163,981568717560,540131802163,1,1,1
448879549564,329472290852,448879549564,1,1,1
138866265517,315330405273,138866265517,1,1,1
718050879911,860829899104,718050879911,1,1,1
